"Year","Question","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted","Data_Source"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Multiple/Other, NH","12.8","9.9","16.1","12.8 (CI 9.9-16.1)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","White, NH","10.8","10.3","11.4","10.8 (CI 10.3-11.4)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Female","11.7","11.2","12.3","11.7 (CI 11.2-12.3)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Male","7.1","6.7","7.6","7.1 (CI 6.7-7.6)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Total","Total","9.5","9.1","9.9","9.5 (CI 9.1-9.9)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","18-34 years","23.7","22.5","25.0","23.7 (CI 22.5-25.0)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","35-64 years","18.3","17.6","19.1","18.3 (CI 17.6-19.1)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","65+ years","12.5","11.8","13.3","12.5 (CI 11.8-13.3)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","AI/AN, NH","22.1","15.4","30.0","22.1 (CI 15.4-30.0)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Asian, NH","7.9","6.5","9.4","7.9 (CI 6.5-9.4)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Black, NH","13.4","12.0","14.9","13.4 (CI 12.0-14.9)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Hispanic","13.0","11.9","14.1","13.0 (CI 11.9-14.1)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Multiple/Other, NH","28.1","23.6","32.8","28.1 (CI 23.6-32.8)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","NHOPI, NH","18.8","10.2","30.4","18.8 (CI 10.2-30.4)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","White, NH","21.9","21.2","22.7","21.9 (CI 21.2-22.7)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Female","24.0","23.2","24.8","24.0 (CI 23.2-24.8)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Male","12.7","12.1","13.4","12.7 (CI 12.1-13.4)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Total","Total","18.5","18.0","19.1","18.5 (CI 18.0-19.1)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","18-34 years","23.4","22.2","24.6","23.4 (CI 22.2-24.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","35-64 years","17.9","17.2","18.7","17.9 (CI 17.2-18.7)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","65+ years","13.3","12.5","14.1","13.3 (CI 12.5-14.1)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","AI/AN, NH","22.5","16.0","30.3","22.5 (CI 16.0-30.3)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Asian, NH","7.2","5.9","8.7","7.2 (CI 5.9-8.7)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Black, NH","13.7","12.2","15.4","13.7 (CI 12.2-15.4)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Hispanic","13.0","11.8","14.2","13.0 (CI 11.8-14.2)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Multiple/Other, NH","25.7","21.3","30.6","25.7 (CI 21.3-30.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","White, NH","21.8","21.1","22.6","21.8 (CI 21.1-22.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Female","23.8","23.0","24.6","23.8 (CI 23.0-24.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Male","12.9","12.2","13.6","12.9 (CI 12.2-13.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Total","Total","18.5","17.9","19.0","18.5 (CI 17.9-19.0)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","18-34 years","22.0","20.8","23.3","22.0 (CI 20.8-23.3)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","35-64 years","17.6","16.9","18.4","17.6 (CI 16.9-18.4)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","65+ years","12.6","11.8","13.4","12.6 (CI 11.8-13.4)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","AI/AN, NH","28.5","21.4","36.6","28.5 (CI 21.4-36.6)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Asian, NH","7.1","5.7","8.7","7.1 (CI 5.7-8.7)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Black, NH","12.7","11.4","14.2","12.7 (CI 11.4-14.2)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Hispanic","12.2","11.0","13.5","12.2 (CI 11.0-13.5)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Multiple/Other, NH","21.6","17.6","26.0","21.6 (CI 17.6-26.0)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","White, NH","21.1","20.3","21.8","21.1 (CI 20.3-21.8)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Female","22.6","21.8","23.4","22.6 (CI 21.8-23.4)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Male","12.7","12.0","13.4","12.7 (CI 12.0-13.4)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Total","Total","17.8","17.2","18.3","17.8 (CI 17.2-18.3)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","18-34 years","19.2","18.1","20.4","19.2 (CI 18.1-20.4)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","35-64 years","16.7","16.0","17.4","16.7 (CI 16.0-17.4)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","65+ years","12.1","11.3","12.9","12.1 (CI 11.3-12.9)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","AI/AN, NH","15.6","10.6","21.7","15.6 (CI 10.6-21.7)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Asian, NH","6.2","4.9","7.7","6.2 (CI 4.9-7.7)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Black, NH","12.1","10.6","13.6","12.1 (CI 10.6-13.6)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Hispanic","11.1","10.1","12.3","11.1 (CI 10.1-12.3)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Multiple/Other, NH","22.9","18.9","27.3","22.9 (CI 18.9-27.3)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","White, NH","19.4","18.7","20.1","19.4 (CI 18.7-20.1)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Female","21.0","20.2","21.8","21.0 (CI 20.2-21.8)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Male","11.5","10.8","12.2","11.5 (CI 10.8-12.2)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Total","Total","16.4","15.8","16.9","16.4 (CI 15.8-16.9)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","18-34 years","17.6","16.5","18.8","17.6 (CI 16.5-18.8)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","35-64 years","15.4","14.7","16.2","15.4 (CI 14.7-16.2)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","65+ years","11.0","10.3","11.7","11.0 (CI 10.3-11.7)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","AI/AN, NH","20.2","13.9","27.8","20.2 (CI 13.9-27.8)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Asian, NH","6.0","4.7","7.5","6.0 (CI 4.7-7.5)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Black, NH","10.4","9.1","11.8","10.4 (CI 9.1-11.8)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Hispanic","10.3","9.1","11.6","10.3 (CI 9.1-11.6)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Multiple/Other, NH","21.5","17.3","26.2","21.5 (CI 17.3-26.2)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","White, NH","17.9","17.2","18.6","17.9 (CI 17.2-18.6)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Female","19.3","18.6","20.1","19.3 (CI 18.6-20.1)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Male","10.6","9.9","11.3","10.6 (CI 9.9-11.3)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Total","Total","15.1","14.6","15.6","15.1 (CI 14.6-15.6)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","18-34 years","15.1","14.1","16.1","15.1 (CI 14.1-16.1)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","35-64 years","14.5","13.8","15.2","14.5 (CI 13.8-15.2)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Age","65+ years","12.0","11.2","12.9","12.0 (CI 11.2-12.9)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","AI/AN, NH","19.9","11.2","31.3","19.9 (CI 11.2-31.3)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Asian, NH","4.0","3.0","5.2","4.0 (CI 3.0-5.2)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Black, NH","10.3","9.1","11.7","10.3 (CI 9.1-11.7)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Hispanic","10.6","9.5","11.7","10.6 (CI 9.5-11.7)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","Multiple/Other, NH","18.0","14.4","22.0","18.0 (CI 14.4-22.0)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","RaceEthnicity","White, NH","16.5","15.9","17.2","16.5 (CI 15.9-17.2)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Female","18.2","17.5","19.0","18.2 (CI 17.5-19.0)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Sex","Male","9.7","9.1","10.4","9.7 (CI 9.1-10.4)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of anxiety disorder?","Total","Total","14.1","13.6","14.6","14.1 (CI 13.6-14.6)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","18-34 years","21.7","20.5","22.9","21.7 (CI 20.5-22.9)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","35-64 years","18.6","17.8","19.3","18.6 (CI 17.8-19.3)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","65+ years","15.3","14.5","16.1","15.3 (CI 14.5-16.1)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","AI/AN, NH","24.7","16.8","34.2","24.7 (CI 16.8-34.2)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Asian, NH","8.2","6.8","9.8","8.2 (CI 6.8-9.8)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Black, NH","14.5","12.9","16.2","14.5 (CI 12.9-16.2)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Hispanic","13.0","11.9","14.1","13.0 (CI 11.9-14.1)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Multiple/Other, NH","30.0","25.2","35.1","30.0 (CI 25.2-35.1)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","NHOPI, NH","20.2","11.3","31.9","20.2 (CI 11.3-31.9)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","White, NH","21.9","21.2","22.6","21.9 (CI 21.2-22.6)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Female","23.9","23.1","24.8","23.9 (CI 23.1-24.8)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Male","13.1","12.5","13.8","13.1 (CI 12.5-13.8)","NHIS"
"2024","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Total","Total","18.7","18.2","19.3","18.7 (CI 18.2-19.3)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","18-34 years","21.8","20.7","23.1","21.8 (CI 20.7-23.1)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","35-64 years","18.3","17.5","19.0","18.3 (CI 17.5-19.0)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","65+ years","16.4","15.5","17.2","16.4 (CI 15.5-17.2)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","AI/AN, NH","20.3","13.9","28.0","20.3 (CI 13.9-28.0)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Asian, NH","6.7","5.5","8.2","6.7 (CI 5.5-8.2)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Black, NH","15.5","14.0","17.1","15.5 (CI 14.0-17.1)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Hispanic","13.9","12.8","15.1","13.9 (CI 12.8-15.1)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Multiple/Other, NH","28.2","23.5","33.3","28.2 (CI 23.5-33.3)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","White, NH","21.9","21.1","22.6","21.9 (CI 21.1-22.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Female","23.8","23.0","24.6","23.8 (CI 23.0-24.6)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Male","13.7","13.0","14.4","13.7 (CI 13.0-14.4)","NHIS"
"2023","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Total","Total","18.9","18.3","19.5","18.9 (CI 18.3-19.5)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","18-34 years","20.2","19.0","21.5","20.2 (CI 19.0-21.5)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","35-64 years","18.1","17.4","18.9","18.1 (CI 17.4-18.9)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","65+ years","16.0","15.1","16.9","16.0 (CI 15.1-16.9)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","AI/AN, NH","25.3","19.3","32.2","25.3 (CI 19.3-32.2)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Asian, NH","7.4","5.9","9.1","7.4 (CI 5.9-9.1)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Black, NH","13.6","12.3","15.1","13.6 (CI 12.3-15.1)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Hispanic","13.5","12.3","14.9","13.5 (CI 12.3-14.9)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Multiple/Other, NH","20.7","16.6","25.3","20.7 (CI 16.6-25.3)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","White, NH","21.3","20.6","22.0","21.3 (CI 20.6-22.0)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Female","23.1","22.3","23.9","23.1 (CI 22.3-23.9)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Male","13.1","12.4","13.8","13.1 (CI 12.4-13.8)","NHIS"
"2022","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Total","Total","18.2","17.7","18.8","18.2 (CI 17.7-18.8)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","18-34 years","18.4","17.2","19.5","18.4 (CI 17.2-19.5)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","35-64 years","17.8","17.1","18.5","17.8 (CI 17.1-18.5)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","65+ years","15.1","14.2","16.0","15.1 (CI 14.2-16.0)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","AI/AN, NH","15.5","8.9","24.4","15.5 (CI 8.9-24.4)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Asian, NH","15.5","8.9","24.4","15.5 (CI 8.9-24.4)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Black, NH","13.3","11.9","14.8","13.3 (CI 11.9-14.8)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Hispanic","12.5","11.4","13.7","12.5 (CI 11.4-13.7)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Multiple/Other, NH","24.7","20.7","29.1","24.7 (CI 20.7-29.1)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","White, NH","20.1","19.4","20.8","20.1 (CI 19.4-20.8)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Female","21.7","20.9","22.5","21.7 (CI 20.9-22.5)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Male","12.6","12.0","13.3","12.6 (CI 12.0-13.3)","NHIS"
"2021","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Total","Total","17.3","16.8","17.9","17.3 (CI 16.8-17.9)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","18-34 years","17.7","16.5","18.9","17.7 (CI 16.5-18.9)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","35-64 years","16.8","16.1","17.5","16.8 (CI 16.1-17.5)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","65+ years","14.5","13.7","15.4","14.5 (CI 13.7-15.4)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","AI/AN, NH","15.7","8.1","26.3","15.7 (CI 8.1-26.3)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Asian, NH","7.0","5.5","8.8","7.0 (CI 5.5-8.8)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Black, NH","13.1","11.5","14.7","13.1 (CI 11.5-14.7)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Hispanic","11.6","10.3","12.9","11.6 (CI 10.3-12.9)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Multiple/Other, NH","21.6","17.3","26.3","21.6 (CI 17.3-26.3)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","White, NH","19.3","18.5","20.0","19.3 (CI 18.5-20.0)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Female","20.9","20.1","21.7","20.9 (CI 20.1-21.7)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Male","11.9","11.2","12.6","11.9 (CI 11.2-12.6)","NHIS"
"2020","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Total","Total","16.5","16.0","17.1","16.5 (CI 16.0-17.1)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","18-34 years","15.5","14.5","16.5","15.5 (CI 14.5-16.5)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","35-64 years","16.2","15.5","16.9","16.2 (CI 15.5-16.9)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Age","65+ years","15.2","14.4","16.1","15.2 (CI 14.4-16.1)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","AI/AN, NH","20.0","11.2","31.7","20.0 (CI 11.2-31.7)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Asian, NH","5.2","4.0","6.7","5.2 (CI 4.0-6.7)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Black, NH","12.5","11.2","13.9","12.5 (CI 11.2-13.9)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Hispanic","12.3","11.1","13.5","12.3 (CI 11.1-13.5)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","Multiple/Other, NH","21.5","17.5","26.1","21.5 (CI 17.5-26.1)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","RaceEthnicity","White, NH","18.1","17.4","18.7","18.1 (CI 17.4-18.7)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Female","20.2","19.5","21.0","20.2 (CI 19.5-21.0)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Sex","Male","11.0","10.4","11.6","11.0 (CI 10.4-11.6)","NHIS"
"2019","Have you EVER been told by a doctor or other health professional that you had any type of depression?","Total","Total","15.8","15.3","16.3","15.8 (CI 15.3-16.3)","NHIS"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","Asian, NH","58.7","48.6","68.3","58.7 (CI 48.6-68.3)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","Black, NH","40.8","32.1","49.8","40.8 (CI 32.1-49.8)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","Hispanic","46.6","40.8","52.4","46.6 (CI 40.8-52.4)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","Multiple/Other, NH","67.1","55.6","77.2","67.1 (CI 55.6-77.2)","NHIS-Teen"
"July 2021 - December 2023","How often do you get the social and emotional support you need?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS-Teen"
